px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1532	-2.93659	-2.77461	-2.00501	0.4626	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.292458
11.2039	-2.78739	-2.77907	-1.95667	0.514603	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.269619
11.2574	-2.62541	-2.79973	-1.91987	0.522911	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.297778
11.188	-2.42018	-2.81189	-1.63956	1.15216	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	20.4405
11.1879	-2.26378	-2.81173	-1.57188	1.15731	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.046878
11.3128	-2.16681	-2.73229	-1.79228	0.438031	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	28.0084
11.3453	-2.0077	-2.74749	-1.76697	0.436122	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.140973
11.3498	-1.85421	-2.74855	-1.70102	0.539667	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.617949
11.3611	-1.6977	-2.75473	-1.66631	0.544676	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.0851034
11.2941	-1.54679	-2.76293	-1.49989	0.888301	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	7.02846
11.2776	-1.3994	-2.77426	-1.45206	0.890398	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.111497
11.2295	-1.24567	-2.78359	-1.35473	1.01071	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.868528
11.1854	-1.10974	-2.76774	-1.29407	1.02001	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.188787
11.0601	-0.975006	-2.80762	-1.08889	1.40243	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	9.37132
10.9869	-0.82936	-2.83686	-1.01919	1.3939	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.597775
10.9453	-0.696032	-2.79339	-1.03769	1.15022	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	4.61236
10.8639	-0.563782	-2.79659	-0.975587	1.14766	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.00651555
10.7671	-0.442167	-2.80405	-0.893864	1.19699	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.249819
10.6642	-0.330588	-2.79911	-0.823992	1.2037	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.0222009
10.4937	-0.248029	-2.85566	-0.629549	1.5163	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	7.49858
10.3607	-0.159497	-2.85892	-0.545279	1.51635	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.0188281
10.2711	-0.0702727	-2.78888	-0.541561	1.33154	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	5.11596
10.1382	-0.00915802	-2.77669	-0.459688	1.34799	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.101105
9.99299	0.0469067	-2.78146	-0.373574	1.37177	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.114918
9.84816	0.0796231	-2.7689	-0.283169	1.39771	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.125085
9.69698	0.110133	-2.7702	-0.197867	1.41183	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.0800383
9.54374	0.103508	-2.7553	-0.0900942	1.46141	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.28374
9.38954	0.111547	-2.76266	-0.00836077	1.46304	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.0685112
9.241	0.122908	-2.76644	0.05513	1.43598	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.0645768
9.09095	0.118684	-2.76697	0.123584	1.41913	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.116371
8.94485	0.152975	-2.77133	0.138406	1.32041	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.792484
8.82922	0.0914878	-2.67468	0.261025	1.43015	8.90199	0.247143	8.85	0.25	-1.81847	0	7.06827
8.69907	0.124382	-2.65854	0.25743	1.30908	8.76016	0.263752	8.75	0.25	-1.81846	0	1.52508
8.51274	0.191738	-2.7584	0.170469	0.9983	8.46355	0.258809	8.55	0.25	-3.6326	0	11.332
8.36287	0.193497	-2.75362	0.191434	0.947868	8.35367	0.252596	8.35	0.25	-3.6326	0	0.24284
8.20949	0.174198	-2.75795	0.228252	0.923346	8.05161	0.241868	8.2	0.25	-2.72841	0	0.38659
8.06121	0.175864	-2.74894	0.2364	0.860281	8.05411	0.247878	8.05	0.25	-2.72842	0	0.360332
7.91352	0.145816	-2.74528	0.275758	0.85132	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.29521
7.76592	0.11689	-2.74465	0.305419	0.825401	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.0785519
7.62196	0.0837192	-2.75123	0.327007	0.777497	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.525345
7.47694	0.0372891	-2.75368	0.363566	0.767918	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.0331587
7.31457	0.0373835	-2.79715	0.310799	0.580106	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	3.23645
7.17991	0.00439524	-2.79476	0.327387	0.562085	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.0492523
7.08045	-0.095964	-2.72754	0.459045	0.781645	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	6.27582
6.94895	-0.159804	-2.72434	0.497032	0.774612	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.0105761
6.84441	-0.275184	-2.70483	0.620019	0.944563	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	1.65621
6.73158	-0.360113	-2.69704	0.67011	0.943147	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.0665038
6.64383	-0.485816	-2.68616	0.788732	1.08525	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	1.02216
6.54325	-0.586724	-2.6815	0.843082	1.07913	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0256029
6.508	-0.775423	-2.68542	1.06955	1.4387	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.45286
6.4444	-0.914017	-2.69033	1.15397	1.44391	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0417887
6.39165	-1.04066	-2.6932	1.21665	1.41419	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.199272
6.34964	-1.18377	-2.70893	1.29383	1.4147	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.323106
6.29857	-1.30233	-2.69671	1.31234	1.28595	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	1.08597
6.266	-1.43268	-2.69746	1.37484	1.28376	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.00882703
6.27474	-1.58619	-2.72262	1.51255	1.46058	6.24787	-1.61119	6.25	-1.6	0	-2.99288	2.01162
6.26552	-1.72695	-2.73103	1.58193	1.45255	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0850279
6.30748	-1.89024	-2.75874	1.73014	1.61661	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	1.91556
6.33965	-2.04032	-2.76078	1.82009	1.61687	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.013518
6.34485	-2.17513	-2.70437	1.81667	1.37735	6.53066	-2.26346	6.35	-2.2	0	-2.72782	5.3457
6.3824	-2.32118	-2.70941	1.8886	1.37007	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0270293
6.3849	-2.46496	-2.67624	1.87671	1.16072	6.27034	-2.51837	6.35	-2.55	0	-3.63689	3.4005
6.41004	-2.62809	-2.70583	1.91393	1.11282	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.884452
6.46826	-2.77986	-2.73464	1.987	1.1483	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.731625
6.50603	-2.94541	-2.76733	2.01655	1.09096	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	1.05121
6.55234	-3.09382	-2.76626	2.03955	1.01157	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.662421
6.59843	-3.25413	-2.79117	2.0621	0.957751	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.696517
6.65276	-3.39994	-2.78223	2.07465	0.866584	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.90842
6.70359	-3.55912	-2.80449	2.08808	0.812195	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.594772
6.7627	-3.70594	-2.806	2.10163	0.75114	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.462428
6.81197	-3.87096	-2.83099	2.10024	0.684529	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.787314
6.85666	-4.01813	-2.81075	2.08207	0.567694	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.22569
6.90776	-4.18024	-2.83041	2.07691	0.511805	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.510307
7.02299	-4.31871	-2.88643	2.16702	0.66035	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	3.09897
7.08863	-4.47853	-2.90691	2.16659	0.604483	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.50707
7.15101	-4.61896	-2.88746	2.15877	0.521827	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0.828111
7.20487	-4.78395	-2.90527	2.13991	0.449871	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0.666828
7.24719	-4.9163	-2.86839	2.10099	0.313988	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	2.12729
7.30353	-5.04665	-2.86796	2.09942	0.288495	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.149413
7.42261	-5.15957	-2.92872	2.20304	0.499603	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.41394
7.48596	-5.29985	-2.94012	2.19568	0.45126	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.319394
7.52015	-5.43306	-2.85432	2.13128	0.253203	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	7.91908
7.592	-5.57012	-2.8533	2.1328	0.234704	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.0739023
7.68315	-5.69549	-2.87113	2.17216	0.302233	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.24343
7.76873	-5.82946	-2.87427	2.18245	0.292776	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.0121716
7.80079	-5.96401	-2.78856	2.10715	0.0888976	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	8.36206
7.87912	-6.08459	-2.77885	2.11837	0.0983071	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.104577
7.98313	-6.20681	-2.80893	2.16806	0.196991	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.53052
8.06323	-6.34129	-2.81353	2.16885	0.182297	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.0274919
8.17599	-6.46918	-2.85255	2.215	0.262493	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.39395
8.25968	-6.60877	-2.86214	2.21163	0.236203	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.101761
8.30487	-6.73468	-2.78093	2.15396	0.0800375	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.55021
8.37187	-6.86413	-2.77436	2.14328	0.0578663	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.195641
8.43485	-6.99262	-2.75704	2.12422	0.0153991	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.548776
8.49031	-7.13733	-2.76043	2.09608	-0.0269412	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.179106
8.603	-7.26138	-2.80637	2.15716	0.109935	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.61735
8.67057	-7.41241	-2.82037	2.13532	0.0698022	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.222334
8.71019	-7.55151	-2.76283	2.06707	-0.0871136	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.84256
8.7827	-7.67514	-2.75445	2.06846	-0.0784026	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.0750118
8.893	-7.7977	-2.79805	2.13273	0.0705989	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.08853
8.96639	-7.93471	-2.80235	2.12559	0.0549122	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0263019
9.0538	-8.06017	-2.82942	2.14505	0.0941986	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.725283
9.1021	-8.20222	-2.83949	2.11282	0.0409679	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.272415
9.11496	-8.34328	-2.75432	2.00983	-0.185159	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.93483
9.17071	-8.47694	-2.74809	1.99495	-0.192223	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.0870353
9.23948	-8.61118	-2.75461	1.9987	-0.161854	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.097009
9.28497	-8.75673	-2.75658	1.9718	-0.187319	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.0802216
9.34702	-8.89559	-2.76294	1.97021	-0.16658	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.0780646
9.38606	-9.04388	-2.76516	1.94069	-0.195046	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.113106
9.45999	-9.16959	-2.78882	1.97471	-0.0986177	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.00721
9.48687	-9.32065	-2.80408	1.93623	-0.144474	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.29782
9.54165	-9.46403	-2.8072	1.93199	-0.134127	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0474687
9.57808	-9.62089	-2.81603	1.90441	-0.161893	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.10145
9.63628	-9.75208	-2.8288	1.92084	-0.106051	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.377566
9.66116	-9.90218	-2.84167	1.88877	-0.14265	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.198781
9.67978	-10.0364	-2.82229	1.84381	-0.223344	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.695977
9.72693	-10.1645	-2.8171	1.84426	-0.207431	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0379578
9.71018	-10.3185	-2.77817	1.73461	-0.422658	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.10256
9.74418	-10.4617	-2.77308	1.72347	-0.406232	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0404906
9.80684	-10.6108	-2.79252	1.76583	-0.269989	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.28747
9.84019	-10.758	-2.79026	1.75617	-0.263193	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00860357
9.83589	-10.8957	-2.77435	1.69412	-0.370819	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.943336
9.85143	-11.0356	-2.77782	1.67501	-0.371253	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0143408
9.86681	-11.1692	-2.77717	1.66715	-0.343606	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.407445
9.86538	-11.3182	-2.78963	1.63628	-0.360668	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.117508
9.88986	-11.4577	-2.79885	1.65145	-0.282984	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.528313
9.87986	-11.6097	-2.81354	1.61805	-0.307111	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.190883
9.7719	-11.756	-2.76468	1.40524	-0.744765	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	13.2775
9.74817	-11.8952	-2.75356	1.36887	-0.740222	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.104813
9.70611	-12.0441	-2.7554	1.30887	-0.785853	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.261114
9.6607	-12.1824	-2.74883	1.26289	-0.79083	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.0842889
9.62028	-12.3253	-2.74834	1.2369	-0.749374	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.126949
9.56394	-12.4657	-2.74862	1.19254	-0.753169	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.0115025
9.4347	-12.5813	-2.74364	1.02309	-1.04661	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	4.51106
9.35593	-12.6976	-2.73201	0.965833	-1.04935	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.122044
9.1987	-12.7761	-2.74566	0.76352	-1.39991	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	6.00262
9.08157	-12.8631	-2.74952	0.682443	-1.41145	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.206724
8.94083	-12.9395	-2.7548	0.566507	-1.49671	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0.645836
8.81742	-13.0071	-2.74211	0.484259	-1.50176	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.117128
8.70716	-13.0918	-2.7203	0.470711	-1.33041	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.73563
8.56841	-13.1529	-2.72189	0.395218	-1.33246	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.0164516
8.39177	-13.1344	-2.75495	0.175797	-1.70503	8.27267	-12.996	8.4	-13.15	-2.99683	0	8.27548
8.25632	-13.1519	-2.75367	0.0902456	-1.70583	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.00113154
8.13409	-13.2037	-2.69701	0.113815	-1.40575	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	6.85214
7.98079	-13.2223	-2.70713	0.0408913	-1.39587	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.0736883
7.83734	-13.2401	-2.70302	-0.0106653	-1.34099	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.490812
7.67731	-13.2382	-2.71841	-0.0813567	-1.33111	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.158038
7.54606	-13.2461	-2.70503	-0.104755	-1.22598	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.756996
7.39897	-13.2346	-2.72242	-0.160609	-1.21299	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.190128
7.24932	-13.1823	-2.74037	-0.272288	-1.32228	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.8817
7.09429	-13.1445	-2.75552	-0.337413	-1.30782	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.130642
6.95074	-13.1088	-2.73751	-0.368513	-1.20489	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.18609
6.77358	-13.0839	-2.78314	-0.39845	-1.14365	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.25221
6.64407	-13.0291	-2.79308	-0.459491	-1.16076	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.371143
6.48094	-12.9915	-2.83639	-0.483048	-1.10349	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.11615
6.3249	-13.0319	-2.73512	-0.336598	-0.623621	6.27012	-13.1139	6.25	-13.05	-1.81729	0	19.9714
6.1705	-12.9982	-2.74707	-0.351624	-0.595052	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.191179
6.04771	-12.8897	-2.77277	-0.484357	-0.823307	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3.03117
5.90164	-12.8253	-2.7856	-0.517877	-0.806307	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.103087
5.77794	-12.7691	-2.77886	-0.536375	-0.760951	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.23763
5.63131	-12.7155	-2.80494	-0.548225	-0.722824	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.465593
5.49854	-12.6855	-2.77361	-0.504796	-0.543595	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.65544
5.37134	-12.6242	-2.77897	-0.52367	-0.531877	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.0362651
5.26192	-12.5298	-2.79388	-0.595845	-0.635457	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.805305
5.14657	-12.4479	-2.79624	-0.628567	-0.63636	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.0120317
5.02711	-12.363	-2.79281	-0.662885	-0.641715	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.651426
4.91925	-12.2596	-2.78514	-0.709181	-0.657591	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.056413
4.83989	-12.1012	-2.85573	-0.867185	-0.940897	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	9.36528
4.75317	-11.9845	-2.85671	-0.920165	-0.948823	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.0393264
4.67236	-11.884	-2.81486	-0.942804	-0.886079	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	1.99427
4.60733	-11.7618	-2.80676	-1.00238	-0.909537	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0759246
4.53198	-11.6221	-2.86146	-1.07451	-0.971839	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.76086
4.50039	-11.4797	-2.84794	-1.15946	-1.02812	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.326601
4.43482	-11.3351	-2.89584	-1.21029	-1.02765	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.72704
4.41603	-11.1831	-2.89259	-1.2957	-1.07938	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.245499
4.45036	-11.036	-2.78609	-1.4357	-1.23251	4.43672	-11.0976	4.45	-11.05	0	1.8168	8.74478
4.43053	-10.8958	-2.77727	-1.49487	-1.22204	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.171248
4.40278	-10.7575	-2.79499	-1.52641	-1.1635	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.35687
4.41561	-10.6222	-2.7882	-1.59837	-1.18566	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.170536
4.50967	-10.4869	-2.74213	-1.78556	-1.44301	4.44716	-10.5583	4.45	-10.55	0	2.00041	5.11521
4.51216	-10.3715	-2.72501	-1.82453	-1.40078	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.515717
4.51885	-10.2401	-2.72823	-1.84665	-1.3068	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.428607
4.55783	-10.1143	-2.72403	-1.90987	-1.30535	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.0220531
4.53931	-9.96542	-2.72319	-1.85942	-1.05083	4.56608	-10.005	4.55	-10	0	2.72717	3.38218
4.579	-9.82684	-2.71765	-1.91148	-1.04506	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0346938
4.63317	-9.68742	-2.71872	-1.96983	-1.04734	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.0133503
4.70732	-9.54902	-2.72769	-2.03693	-1.05735	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.0897605
4.69774	-9.39986	-2.72532	-1.95139	-0.746139	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	5.10116
4.77249	-9.26867	-2.74374	-2.00384	-0.760285	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.342876
4.89691	-9.17173	-2.7459	-2.16024	-1.02824	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.26505
4.98658	-9.05521	-2.75777	-2.21791	-1.03326	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.107622
4.99404	-8.91419	-2.7307	-2.10614	-0.64864	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	7.68727
5.08155	-8.7872	-2.75328	-2.14509	-0.650582	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.369616
5.20911	-8.68797	-2.75678	-2.26426	-0.841412	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	2.40548
5.31978	-8.57264	-2.76675	-2.31695	-0.846893	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.110732
5.35635	-8.43255	-2.75073	-2.2261	-0.526891	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	5.52379
5.46062	-8.31221	-2.77852	-2.2575	-0.526175	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.53355
5.57312	-8.21541	-2.79	-2.33471	-0.654496	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	1.36088
5.68552	-8.10517	-2.8129	-2.36979	-0.65247	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.353566
5.75208	-7.97852	-2.8036	-2.31313	-0.430208	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	2.89094
5.84805	-7.87733	-2.80312	-2.33517	-0.430902	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.00105649
5.94196	-7.77105	-2.80505	-2.34626	-0.406774	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.0986555
6.04118	-7.66783	-2.80899	-2.36464	-0.403855	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.0225674
6.15089	-7.55902	-2.80954	-2.38173	-0.390421	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.0143376
6.25931	-7.45422	-2.80552	-2.40127	-0.388728	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.0230106
6.38905	-7.37929	-2.81811	-2.49405	-0.586438	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	3.12036
6.51189	-7.28702	-2.83454	-2.52253	-0.582957	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.178102
6.65137	-7.20978	-2.84034	-2.58318	-0.655027	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.313854
6.77809	-7.13514	-2.82948	-2.61983	-0.657782	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0780529
6.85797	-7.02359	-2.79984	-2.53883	-0.366654	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	5.30879
6.9703	-6.94866	-2.79389	-2.55802	-0.36879	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0237322
7.10833	-6.87728	-2.79691	-2.60142	-0.423904	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.278804
7.24312	-6.78481	-2.81042	-2.6161	-0.411225	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.194753
7.34303	-6.66323	-2.78944	-2.52407	-0.112496	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	5.47052
7.46757	-6.56944	-2.79307	-2.52661	-0.107514	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.0256741
7.59277	-6.48596	-2.79031	-2.53986	-0.12625	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.0502618
7.70788	-6.41437	-2.76804	-2.55241	-0.134768	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.303731
7.86165	-6.37201	-2.77586	-2.64963	-0.360175	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	2.86902
7.987	-6.31153	-2.75903	-2.67296	-0.365731	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.17413
