px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.8888	-9.09906	-2.75459	-2.10614	-0.834544	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.344872
5.00469	-8.98826	-2.7588	-2.21692	-0.979058	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.14227
5.10801	-8.86561	-2.76939	-2.27514	-0.98141	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.0771257
5.17333	-8.72912	-2.76089	-2.24981	-0.793724	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	1.70017
5.2854	-8.60197	-2.78334	-2.29703	-0.791549	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.320844
5.36683	-8.4722	-2.78	-2.28967	-0.669908	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	0.78327
5.46783	-8.35977	-2.77862	-2.32583	-0.669524	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.00184159
5.51636	-8.22384	-2.76346	-2.23388	-0.350441	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	5.78785
5.60973	-8.10577	-2.77927	-2.25054	-0.346139	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.161187
5.72584	-7.99809	-2.78697	-2.31714	-0.470441	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	1.19807
5.83379	-7.88088	-2.7953	-2.34139	-0.467283	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.0513292
5.96122	-7.78382	-2.80457	-2.41282	-0.584534	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.814484
6.09018	-7.67885	-2.82003	-2.44864	-0.586489	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.176942
6.1851	-7.57388	-2.81653	-2.43185	-0.466909	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	0.856422
6.30133	-7.47541	-2.83154	-2.45459	-0.463575	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.137881
6.41138	-7.36406	-2.83014	-2.44513	-0.374476	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	0.463882
6.53468	-7.26385	-2.83478	-2.46599	-0.374038	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.0145159
6.6424	-7.17237	-2.8333	-2.46881	-0.329035	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0.224865
6.75403	-7.07513	-2.84199	-2.47993	-0.321609	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.101441
6.87824	-7.00266	-2.84593	-2.53545	-0.426719	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.742577
6.98826	-6.92593	-2.83609	-2.55587	-0.427008	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.0816081
7.11223	-6.83605	-2.83338	-2.57074	-0.410291	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.211093
7.2457	-6.75388	-2.83506	-2.59409	-0.411036	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.00550704
7.34099	-6.65038	-2.82149	-2.5412	-0.224654	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	2.17986
7.45331	-6.56728	-2.82053	-2.54859	-0.220122	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.0482293
7.57724	-6.50006	-2.82187	-2.58198	-0.276022	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.20179
7.68988	-6.43016	-2.81161	-2.59615	-0.277565	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.0835803
7.84186	-6.40019	-2.8289	-2.71442	-0.548137	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	4.87026
7.96892	-6.34292	-2.82711	-2.74094	-0.547255	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.00782204
8.05984	-6.22318	-2.77267	-2.60956	-0.127092	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	13.2499
8.18523	-6.14597	-2.76675	-2.61472	-0.12535	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.0591678
8.28297	-6.02291	-2.7495	-2.52094	0.122306	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	3.85847
8.39617	-5.93956	-2.73701	-2.51481	0.120915	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.13106
8.55112	-5.90824	-2.74365	-2.63743	-0.205193	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	6.00729
8.67722	-5.83679	-2.73725	-2.64724	-0.203484	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.0531468
8.80595	-5.76305	-2.73657	-2.65788	-0.208492	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.260251
8.94146	-5.6859	-2.7445	-2.66456	-0.202033	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.0444555
9.02964	-5.57787	-2.72182	-2.571	0.0548914	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	4.13322
9.14554	-5.49238	-2.73195	-2.56056	0.0651329	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.09013
9.26417	-5.40198	-2.72862	-2.53729	0.11439	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.142727
9.38046	-5.32156	-2.71854	-2.5324	0.112533	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.0752825
9.44607	-5.16287	-2.69546	-2.35508	0.531915	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	9.94698
9.54993	-5.06003	-2.69375	-2.32848	0.528562	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.00960919
9.65546	-4.95951	-2.69323	-2.32278	0.468304	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.249433
9.7543	-4.84775	-2.69513	-2.29527	0.470308	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.00526031
9.86992	-4.75537	-2.69635	-2.31162	0.374309	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.778063
9.96658	-4.64877	-2.69171	-2.29214	0.373516	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.0131533
10.0644	-4.55631	-2.69307	-2.3047	0.292123	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.453919
10.154	-4.45146	-2.69726	-2.28796	0.294254	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.0140633
10.232	-4.32346	-2.69518	-2.23134	0.390372	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	0.620677
10.323	-4.19719	-2.70432	-2.20624	0.394063	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.0554815
10.4375	-4.09801	-2.7065	-2.25788	0.206922	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	2.01313
10.5347	-3.97378	-2.71818	-2.24402	0.209154	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.0808011
10.6414	-3.86565	-2.72225	-2.26571	0.125354	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.394994
10.738	-3.74949	-2.72452	-2.25905	0.124983	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.0042824
10.8374	-3.63486	-2.7271	-2.25575	0.11967	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.117175
10.9336	-3.5032	-2.74377	-2.24239	0.127761	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.16822
10.975	-3.34607	-2.7337	-2.105	0.458886	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.2283
11.0482	-3.20325	-2.74561	-2.07273	0.467231	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.108389
11.0942	-3.05107	-2.74903	-1.99631	0.586011	10.9851	-2.95299	11.1	-3	0.909905	2.72971	0.89632
11.1536	-2.90051	-2.76175	-1.95858	0.591609	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.106982
11.1399	-2.71853	-2.77011	-1.78039	0.949085	11.0233	-2.67356	11.15	-2.7	0	2.72847	6.49483
11.1616	-2.56658	-2.76967	-1.72367	0.954534	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.049794
11.1689	-2.40918	-2.77702	-1.63969	1.03696	11.2541	-2.42353	11.15	-2.4	0	2.72732	0.45108
11.1719	-2.25876	-2.77365	-1.581	1.03968	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.0148757
11.2977	-2.14376	-2.72006	-1.79169	0.361025	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	24.9648
11.3324	-1.98739	-2.73373	-1.7728	0.356752	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.11092
11.2635	-1.83256	-2.72281	-1.55945	0.854424	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	13.3679
11.255	-1.67495	-2.73191	-1.50926	0.85669	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.0763422
11.263	-1.52746	-2.72728	-1.4986	0.767091	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.479902
11.2516	-1.37224	-2.73517	-1.45791	0.76382	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0383927
11.1926	-1.22177	-2.74974	-1.33275	0.979797	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	2.75495
11.1538	-1.07199	-2.7551	-1.27951	0.978043	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.0164411
11.0306	-0.930345	-2.7923	-1.07898	1.3471	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	7.84
10.9528	-0.785182	-2.80833	-1.00671	1.34104	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.153573
10.8986	-0.651731	-2.78088	-1.00219	1.16458	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	2.24847
10.8192	-0.507531	-2.80139	-0.948716	1.14512	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.274113
10.6446	-0.423474	-2.8686	-0.709228	1.59507	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	13.4641
10.5382	-0.315031	-2.88863	-0.641816	1.57283	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.277392
10.4504	-0.213502	-2.82198	-0.642212	1.35865	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	5.49492
10.3271	-0.128753	-2.81658	-0.567732	1.36026	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.0398126
10.1867	-0.0584678	-2.82503	-0.474108	1.40427	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	0.209568
10.0459	-0.00658728	-2.81385	-0.386573	1.42287	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0.087541
9.90336	0.0438165	-2.80459	-0.311094	1.41377	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.0630597
9.75494	0.076594	-2.79901	-0.22552	1.42695	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0.0271874
9.6406	0.103392	-2.68737	-0.189948	1.32217	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	8.16891
9.50735	0.136352	-2.68171	-0.131185	1.30336	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.218833
9.37037	0.151902	-2.67111	-0.0642922	1.29762	9.56225	0.148577	9.4	0.15	-2.72659	0	0.434168
9.22868	0.154846	-2.66662	0.00751454	1.29973	9.25348	0.150166	9.25	0.15	-2.72658	0	0.0328839
9.08463	0.155147	-2.66529	0.0716939	1.28842	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.0469604
8.94124	0.176536	-2.6701	0.102617	1.22636	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.30779
8.79644	0.180606	-2.68583	0.142062	1.17994	8.94634	0.26481	8.8	0.25	-2.72783	0	0.70605
8.65169	0.190916	-2.68598	0.167734	1.12021	8.64483	0.254352	8.65	0.25	-2.7278	0	0.282101
8.50197	0.181511	-2.69886	0.205278	1.07827	8.46866	0.251128	8.5	0.25	-2.72395	0	0.244586
8.35807	0.184199	-2.69377	0.224063	1.01796	8.35775	0.250149	8.35	0.25	-2.72395	0	0.302097
8.21091	0.165832	-2.70709	0.254234	0.969989	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.382041
8.06353	0.135729	-2.71065	0.29479	0.950027	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.0827271
7.86261	0.207658	-2.83919	0.147378	0.549234	7.74678	0.154598	7.85	0.15	-3.9992	0	20.9362
7.712	0.171902	-2.85631	0.186572	0.564053	7.63715	0.143302	7.65	0.15	-3.99916	0	0.340757
7.60953	0.118338	-2.77076	0.26607	0.680089	7.61982	0.157052	7.55	0.15	-1.99868	0	6.87576
7.47101	0.107279	-2.76786	0.269603	0.634227	7.43926	0.160393	7.45	0.15	-1.99866	0	0.244472
7.3188	0.0805313	-2.77989	0.279086	0.584126	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	0.308536
7.17271	0.0397095	-2.7796	0.307323	0.578282	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.00433009
7.06093	-0.0577527	-2.72925	0.427599	0.762181	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	3.91769
6.93088	-0.13027	-2.72875	0.478596	0.775839	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.0347716
6.83117	-0.256547	-2.70275	0.620822	0.980324	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	2.29554
6.72105	-0.34787	-2.69653	0.679512	0.988325	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.0929397
6.61793	-0.4497	-2.69102	0.746706	1.01345	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.243266
6.52077	-0.554304	-2.68481	0.807252	1.0213	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.0987501
6.43967	-0.688088	-2.68748	0.903277	1.095	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.633087
6.35675	-0.834778	-2.70817	0.984785	1.11624	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.655247
6.37541	-1.06177	-2.74621	1.29631	1.6807	6.35624	-1.10001	6.35	-1.1	0	-2.99522	14.3615
6.34769	-1.20511	-2.75339	1.38751	1.68609	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.127696
6.32891	-1.36216	-2.76228	1.48887	1.7019	6.30992	-1.40686	6.35	-1.4	0	-2.72817	0.0851938
6.32902	-1.52017	-2.76658	1.58768	1.70519	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.109279
6.32865	-1.66643	-2.74964	1.64655	1.61215	6.50996	-1.74616	6.35	-1.7	0	-2.72628	1.02038
6.34785	-1.81905	-2.75256	1.73614	1.61137	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.018466
6.32984	-1.95672	-2.70557	1.71967	1.34915	6.38849	-2.02257	6.35	-2	0	-2.73154	4.7829
6.3551	-2.10765	-2.71245	1.79135	1.34239	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0484764
6.33857	-2.23833	-2.67669	1.76288	1.10683	6.28921	-2.27735	6.35	-2.3	0	-2.99503	3.86323
6.35885	-2.38025	-2.69164	1.80864	1.08774	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.214322
6.40809	-2.52926	-2.7164	1.89675	1.16494	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.804987
6.45569	-2.68241	-2.73348	1.9528	1.14799	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.269015
6.50164	-2.82748	-2.73676	1.99678	1.1092	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.268738
6.56024	-2.97342	-2.74907	2.04746	1.09091	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.130488
6.58762	-3.12092	-2.70955	2.0175	0.873826	6.70928	-3.32749	6.55	-3.25	0	-3.63617	5.02386
6.61921	-3.29803	-2.75256	2.01614	0.792062	6.54763	-3.45513	6.55	-3.45	0	-3.63613	1.75091
6.66621	-3.45038	-2.76498	2.03238	0.745734	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	0.6894
6.70577	-3.62105	-2.79687	2.03113	0.678839	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	1.0247
6.76072	-3.76758	-2.79735	2.04418	0.630721	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0.246989
6.83441	-3.90821	-2.80442	2.07725	0.627176	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.0580918
6.93262	-4.05149	-2.84068	2.13846	0.69039	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.71489
6.99182	-4.21824	-2.87016	2.13539	0.626908	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	0.828963
7.01884	-4.36423	-2.80712	2.07001	0.401219	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	5.8981
7.08017	-4.51357	-2.81704	2.07303	0.372166	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0.128672
7.15319	-4.65584	-2.82645	2.08896	0.368015	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0.144272
7.20395	-4.80677	-2.83221	2.07859	0.323035	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	0.345761
7.32343	-4.94041	-2.89083	2.17137	0.501125	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.99444
7.38988	-5.09426	-2.90459	2.16613	0.452498	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	0.326689
7.44427	-5.22263	-2.88489	2.14905	0.372752	7.32687	-5.26205	7.4	-5.3	0.999994	-3	0.82841
7.49834	-5.37322	-2.9039	2.12985	0.315616	7.46174	-5.44979	7.45	-5.45	0.999999	-3	0.467582
7.56138	-5.51131	-2.88327	2.1154	0.248606	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0.582463
7.64675	-5.6462	-2.88552	2.13105	0.251427	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.0133211
7.70584	-5.78628	-2.85535	2.09981	0.149998	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	1.58909
7.77264	-5.93301	-2.86169	2.09124	0.125056	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	0.070616
7.83869	-6.06765	-2.84698	2.08129	0.0876152	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.235198
7.92909	-6.18771	-2.83862	2.10608	0.116795	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.103293
8.06281	-6.30094	-2.9117	2.21082	0.337122	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.88583
8.1465	-6.42369	-2.91729	2.22071	0.326777	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.0302743
8.19858	-6.54549	-2.82948	2.17314	0.1755	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	8.13141
8.28018	-6.67059	-2.82436	2.17886	0.169854	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.0615013
8.35176	-6.79772	-2.8075	2.16858	0.131794	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.45248
8.4132	-6.93974	-2.80874	2.14641	0.0883637	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0.2263
8.53519	-7.07074	-2.86583	2.20506	0.207335	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	2.95261
8.60009	-7.21908	-2.87224	2.18019	0.154204	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0.260669
8.68443	-7.34866	-2.86465	2.1795	0.134673	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.0859521
8.77182	-7.46853	-2.85599	2.18995	0.13924	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.0965126
8.8555	-7.58346	-2.86761	2.20475	0.161929	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.678351
8.90917	-7.72297	-2.87354	2.17296	0.103324	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.313613
8.95077	-7.8562	-2.81411	2.11529	-0.0268321	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.46893
8.99623	-8.01913	-2.82531	2.06771	-0.0943316	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0.380609
9.00961	-8.16698	-2.76668	1.9714	-0.283808	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	3.98604
9.06185	-8.29481	-2.75264	1.9574	-0.282538	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.281174
9.11465	-8.43227	-2.75	1.94135	-0.282446	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.0972077
9.17056	-8.56398	-2.74253	1.93225	-0.27414	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.0558731
9.2766	-8.68939	-2.78289	2.0158	-0.0610077	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.75076
9.34125	-8.83206	-2.78836	2.00982	-0.0642652	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.0319843
9.40356	-8.96989	-2.78617	2.00323	-0.0710356	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.00661429
9.45705	-9.12156	-2.797	1.98496	-0.0908311	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.0993461
9.51766	-9.25343	-2.80791	1.98735	-0.0730948	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.164298
9.56525	-9.39713	-2.82184	1.96932	-0.0930077	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.168886
9.56551	-9.54591	-2.76683	1.86498	-0.310365	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.43741
9.62125	-9.68198	-2.76187	1.86343	-0.288539	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.054078
9.62569	-9.83069	-2.73647	1.78465	-0.423748	9.63311	-9.79216	9.65	-9.8	0	-2.73054	1.38313
9.65512	-9.97374	-2.73299	1.7622	-0.422938	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.0142657
9.72995	-10.0964	-2.75443	1.83357	-0.222257	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.94328
9.75923	-10.234	-2.75887	1.81623	-0.230223	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.0166652
9.80911	-10.3792	-2.76899	1.82982	-0.171618	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.342659
9.85047	-10.5266	-2.77085	1.82324	-0.167592	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0158979
9.84839	-10.6741	-2.74276	1.74777	-0.313701	9.8617	-10.6917	9.85	-10.7	0	-2.72718	1.93771
9.86251	-10.8306	-2.75108	1.71857	-0.329533	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.0536967
9.84858	-10.9785	-2.73343	1.64669	-0.44339	9.75887	-10.887	9.85	-11	0	-2.72395	0.960648
9.85838	-11.1304	-2.7366	1.62221	-0.443133	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.0127123
9.86695	-11.2807	-2.73881	1.60226	-0.433606	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0169898
9.86285	-11.4346	-2.74368	1.57187	-0.441704	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.0191804
9.86785	-11.5878	-2.74798	1.55561	-0.426349	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.148784
9.85473	-11.7394	-2.74978	1.52442	-0.436189	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.0336672
9.82956	-11.8743	-2.74463	1.47331	-0.501134	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.244854
9.79525	-12.0205	-2.75886	1.43164	-0.520642	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.168365
9.62824	-12.1537	-2.73125	1.14426	-1.10511	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	18.4277
9.56271	-12.2789	-2.72118	1.08337	-1.1074	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.114487
9.51801	-12.4134	-2.71551	1.07817	-0.981475	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.666866
9.41811	-12.5481	-2.73113	1.00606	-0.998569	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0.355295
9.29496	-12.6447	-2.73915	0.865613	-1.20558	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	2.15941
9.19431	-12.7475	-2.74514	0.799796	-1.20987	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.051607
9.09225	-12.8545	-2.74212	0.747345	-1.17597	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0.0645877
8.97466	-12.9516	-2.74318	0.679731	-1.17891	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.0172969
8.79741	-13.0001	-2.77153	0.46974	-1.53876	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	7.28683
8.65841	-13.0599	-2.76938	0.383191	-1.54185	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.0136718
8.55733	-13.1352	-2.74064	0.390993	-1.32841	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	2.71694
8.41231	-13.1938	-2.76368	0.32457	-1.31855	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.370163
8.24394	-13.1757	-2.7936	0.130307	-1.63652	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	6.21678
8.11512	-13.1802	-2.77865	0.0458823	-1.64571	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.151251
7.98917	-13.2279	-2.72674	0.0656982	-1.36803	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	5.77327
7.84174	-13.2359	-2.72671	-0.00642528	-1.36435	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.0230038
7.68358	-13.2045	-2.74273	-0.126319	-1.4704	7.57824	-13.1345	7.65	-13.25	-3.62957	0	0.892468
7.51822	-13.1952	-2.76706	-0.195601	-1.44631	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.366152
7.3771	-13.2035	-2.73172	-0.194107	-1.24924	7.33241	-13.2718	7.3	-13.25	-2.7301	0	2.94884
7.20963	-13.1886	-2.76058	-0.245475	-1.21666	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.491299
7.06221	-13.1818	-2.73711	-0.247056	-1.05719	6.97467	-13.1643	7	-13.25	-2.72703	0	1.83695
6.89878	-13.1666	-2.76127	-0.281088	-1.01864	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.480765
6.75338	-13.1237	-2.76598	-0.338338	-1.02763	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.189349
6.5949	-13.0926	-2.78504	-0.37251	-0.994169	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.355196
6.45201	-13.0217	-2.79422	-0.442132	-1.02495	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.312443
6.29495	-12.9779	-2.81431	-0.472509	-0.986825	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.417898
6.15257	-12.9361	-2.79232	-0.472661	-0.863377	6.09711	-13.0021	6.1	-13	-2.73	0.910004	1.20403
5.99634	-12.89	-2.81058	-0.491699	-0.822082	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0.425079
5.86767	-12.8528	-2.79592	-0.490348	-0.735585	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	1.20763
5.72296	-12.802	-2.81633	-0.505272	-0.703068	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	0.289725
5.5913	-12.7254	-2.81876	-0.5502	-0.722723	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.234226
5.46081	-12.639	-2.82083	-0.592137	-0.725367	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.0177459
